Time,VIX
2025/1/2 11:13,17.72
2025/1/2 11:14,17.59
2025/1/2 11:15,17.66
2025/1/2 11:16,17.57
2025/1/2 11:17,17.61
2025/1/2 11:18,17.61
2025/1/2 11:19,17.55
2025/1/2 11:20,17.54
2025/1/2 11:21,17.61
2025/1/2 11:22,17.65
2025/1/2 11:23,17.58
2025/1/2 11:24,17.35
2025/1/2 11:25,17.4
2025/1/2 11:26,17.38
2025/1/2 11:27,17.36
2025/1/2 11:28,17.34
2025/1/2 11:29,17.33
2025/1/2 11:30,17.31
2025/1/2 11:31,17.38
2025/1/2 11:32,17.42
2025/1/2 11:33,17.33
2025/1/2 11:34,17.29
2025/1/2 11:35,17.26
2025/1/2 11:36,17.2
2025/1/2 11:37,17.25
2025/1/2 11:38,17.25
2025/1/2 11:39,17.15
2025/1/2 11:40,17.05
2025/1/2 11:41,17.07
2025/1/2 11:42,17.08
2025/1/2 11:43,17.14
2025/1/2 11:44,17.15
2025/1/2 11:45,17.13
2025/1/2 11:46,17.15
2025/1/2 11:47,17.13
2025/1/2 11:48,17.05
2025/1/2 11:49,17.03
2025/1/2 11:50,17.02
2025/1/2 11:51,16.97
2025/1/2 11:52,17.04
2025/1/2 11:53,17.06
2025/1/2 11:54,17.21
2025/1/2 11:55,17.15
2025/1/2 11:56,17.15
2025/1/2 11:57,17.16
2025/1/2 11:58,17.12
2025/1/2 11:59,17.13
2025/1/2 12:00,17.15
2025/1/2 12:01,17.13
2025/1/2 12:02,17.21
2025/1/2 12:03,17.15
2025/1/2 12:04,17.08
2025/1/2 12:05,17.11
2025/1/2 12:06,17.13
2025/1/2 12:07,17.18
2025/1/2 12:08,17.21
2025/1/2 12:09,17.22
2025/1/2 12:10,17.16
2025/1/2 12:11,17.15
2025/1/2 12:12,17.1
2025/1/2 12:13,17.01
2025/1/2 12:14,17.01
2025/1/2 12:15,17.05
2025/1/2 12:16,17.08
2025/1/2 12:17,17.13
2025/1/2 12:18,17.15
2025/1/2 12:19,17.16
2025/1/2 12:20,17.27
2025/1/2 12:21,17.26
2025/1/2 12:22,17.28
2025/1/2 12:23,17.34
2025/1/2 12:24,17.45
2025/1/2 12:25,17.47
2025/1/2 12:26,17.54
2025/1/2 12:27,17.69
2025/1/2 12:28,17.78
2025/1/2 12:29,17.98
2025/1/2 12:30,18.12
2025/1/2 12:31,18.14
2025/1/2 12:32,18.08
2025/1/2 12:33,18.27
2025/1/2 12:34,18.26
2025/1/2 12:35,18.25
2025/1/2 12:36,18.32
2025/1/2 12:37,18.58
2025/1/2 12:38,18.67
2025/1/2 12:39,18.57
2025/1/2 12:40,18.71
2025/1/2 12:41,18.61
2025/1/2 12:42,18.91
2025/1/2 12:43,18.68
2025/1/2 12:44,18.63
2025/1/2 12:45,18.7
2025/1/2 12:46,18.66
2025/1/2 12:47,18.73
2025/1/2 12:48,18.78
2025/1/2 12:49,18.83
2025/1/2 12:50,18.87
2025/1/2 12:51,18.76
2025/1/2 12:52,18.55
2025/1/2 12:53,18.6
2025/1/2 12:54,18.55
2025/1/2 12:55,18.58
2025/1/2 12:56,18.52
2025/1/2 12:57,18.46
2025/1/2 12:58,18.41
2025/1/2 12:59,18.36
2025/1/2 13:00,18.51
2025/1/2 13:01,18.65
2025/1/2 13:02,18.79
2025/1/2 13:03,18.9
2025/1/2 13:04,18.91
2025/1/2 13:05,18.84
2025/1/2 13:06,18.79
2025/1/2 13:07,18.67
2025/1/2 13:08,18.63
2025/1/2 13:09,18.6
2025/1/2 13:10,18.79
2025/1/2 13:11,18.72
2025/1/2 13:12,18.94
2025/1/2 13:13,18.96
2025/1/2 13:14,18.95
2025/1/2 13:15,19.14
2025/1/2 13:16,19.03
2025/1/2 13:17,19.03
2025/1/2 13:18,19.01
2025/1/2 13:19,18.99
2025/1/2 13:20,18.76
2025/1/2 13:21,18.9
2025/1/2 13:22,18.87
2025/1/2 13:23,18.85
2025/1/2 13:24,18.9
2025/1/2 13:25,18.91
2025/1/2 13:26,18.91
2025/1/2 13:27,18.8
2025/1/2 13:28,18.87
2025/1/2 13:29,18.72
2025/1/2 13:30,18.84
2025/1/2 13:31,19.03
2025/1/2 13:32,19.09
2025/1/2 13:33,19.03
2025/1/2 13:34,19.03
2025/1/2 13:35,19.11
2025/1/2 13:36,18.98
2025/1/2 13:37,18.84
2025/1/2 13:38,18.97
2025/1/2 13:39,18.98
2025/1/2 13:40,19
2025/1/2 13:41,19
2025/1/2 13:42,19.02
2025/1/2 13:43,18.96
2025/1/2 13:44,18.84
2025/1/2 13:45,18.92
2025/1/2 13:46,18.94
2025/1/2 13:47,19.03
2025/1/2 13:48,19.19
2025/1/2 13:49,19.33
2025/1/2 13:50,19.33
2025/1/2 13:51,19.31
2025/1/2 13:52,19.37
2025/1/2 13:53,19.39
2025/1/2 13:54,19.5
2025/1/2 13:55,19.42
2025/1/2 13:56,19.38
2025/1/2 13:57,19.23
2025/1/2 13:58,19.09
2025/1/2 13:59,18.97
2025/1/2 14:00,19.02
2025/1/2 14:01,18.95
2025/1/2 14:02,19.03
2025/1/2 14:03,18.83
2025/1/2 14:04,18.7
2025/1/2 14:05,18.66
2025/1/2 14:06,18.55
2025/1/2 14:07,18.64
2025/1/2 14:08,18.65
2025/1/2 14:09,18.74
2025/1/2 14:10,18.7
2025/1/2 14:11,18.67
2025/1/2 14:12,18.71
2025/1/2 14:13,18.75
2025/1/2 14:14,18.73
2025/1/2 14:15,18.71
2025/1/2 14:16,18.76
2025/1/2 14:17,18.69
2025/1/2 14:18,18.61
2025/1/2 14:19,18.66
2025/1/2 14:20,18.66
2025/1/2 14:21,18.64
2025/1/2 14:22,18.59
2025/1/2 14:23,18.52
2025/1/2 14:24,18.48
2025/1/2 14:25,18.4
2025/1/2 14:26,18.42
2025/1/2 14:27,18.37
2025/1/2 14:28,18.34
2025/1/2 14:29,18.36
2025/1/2 14:30,18.49
2025/1/2 14:31,18.43
2025/1/2 14:32,18.4
2025/1/2 14:33,18.44
2025/1/2 14:34,18.46
2025/1/2 14:35,18.6
2025/1/2 14:36,18.66
2025/1/2 14:37,18.56
2025/1/2 14:38,18.53
2025/1/2 14:39,18.53
2025/1/2 14:40,18.51
2025/1/2 14:41,18.56
2025/1/2 14:42,18.51
2025/1/2 14:43,18.51
2025/1/2 14:44,18.51
2025/1/2 14:45,18.48
2025/1/2 14:46,18.55
2025/1/2 14:47,18.48
2025/1/2 14:48,18.34
2025/1/2 14:49,18.3
2025/1/2 14:50,18.31
2025/1/2 14:51,18.26
2025/1/2 14:52,18.19
2025/1/2 14:53,18.21
2025/1/2 14:54,18.21
2025/1/2 14:55,18.25
2025/1/2 14:56,18.31
2025/1/2 14:57,18.48
2025/1/2 14:58,18.47
2025/1/2 14:59,18.53
2025/1/2 15:00,18.46
2025/1/2 15:01,18.45
2025/1/2 15:02,18.41
2025/1/2 15:03,18.32
2025/1/2 15:04,18.27
2025/1/2 15:05,18.27
2025/1/2 15:06,18.23
2025/1/2 15:07,18.26
2025/1/2 15:08,18.21
2025/1/2 15:09,18.19
2025/1/2 15:10,18.13
2025/1/2 15:11,18.14
2025/1/2 15:12,18.04
2025/1/2 15:13,17.96
2025/1/2 15:14,17.97
2025/1/2 15:15,18.03
2025/1/2 15:16,18.03
2025/1/2 15:17,18
2025/1/2 15:18,17.98
2025/1/2 15:19,17.97
2025/1/2 15:20,17.97
2025/1/2 15:21,17.93
2025/1/2 15:22,17.93
2025/1/2 15:23,17.93
2025/1/2 15:24,17.93
2025/1/2 15:25,17.92
2025/1/2 15:26,17.93
2025/1/2 15:27,17.9
2025/1/2 15:28,17.89
2025/1/2 15:29,17.91
2025/1/2 15:30,17.99
2025/1/2 15:31,17.89
2025/1/2 15:32,17.91
2025/1/2 15:33,17.96
2025/1/2 15:34,18.01
2025/1/2 15:35,18.13
2025/1/2 15:36,18.19
2025/1/2 15:37,18.2
2025/1/2 15:38,18.12
2025/1/2 15:39,18.15
2025/1/2 15:40,18.13
2025/1/2 15:41,18.07
2025/1/2 15:42,18.06
2025/1/2 15:43,18.08
2025/1/2 15:44,18.04
2025/1/2 15:45,18.08
2025/1/2 15:46,17.95
2025/1/2 15:47,18
2025/1/2 15:48,17.99
2025/1/2 15:49,17.99
2025/1/2 15:50,17.97
2025/1/2 15:51,18.02
2025/1/2 15:52,18.05
2025/1/2 15:53,17.98
2025/1/2 15:54,18.01
2025/1/2 15:55,18.02
2025/1/2 15:56,18.02
2025/1/2 15:57,18.01
2025/1/2 15:58,18.04
2025/1/2 15:59,18.07
2025/1/2 16:00,17.94
2025/1/2 16:01,17.94
2025/1/2 16:02,17.91
2025/1/2 16:03,17.95
2025/1/2 16:04,17.94
2025/1/2 16:05,17.97
2025/1/2 16:06,17.97
2025/1/2 16:07,17.97
2025/1/2 16:08,17.97
2025/1/2 16:09,17.93
2025/1/2 16:10,17.95
2025/1/2 16:11,17.96
2025/1/2 16:12,17.95
2025/1/2 16:13,17.96
2025/1/2 16:14,17.94
