Date,Strike(100%),Strike,Ticker,Bid,Ask,IVM_call,Volm_call,TTM_year,TTM,mid_price100%,mid_price_call,Bid_Put,Ask_Put,IVM_Put,Volm_Put,mid_price_Put100%,mid_price_put,spot_price(100%),spot_price
2025/1/2,11.5,0.115,VIX 2/19/25 C11.5,6.650000572,6.75,67.56030273,0,0.131506849,48,37.15515137,0.371551514,0,0.030000001,64.20710754,0,0.015000001,0.00015,17.93,0.1793
2025/1/2,12,0.12,VIX 2/19/25 C12,6.150000572,6.25,61.2722435,0,0.131506849,48,33.76112175,0.337611217,0.02,0.039999999,58.96474838,55,0.029999999,0.0003,17.93,0.1793
2025/1/2,12.5,0.125,VIX 2/19/25 C12.5,5.699999809,5.800000191,65.47085571,8,0.131506849,48,35.63542795,0.35635428,0.02,0.050000001,55.3240509,81,0.035,0.00035,17.93,0.1793
2025/1/2,13,0.13,VIX 2/19/25 C13,5.199999809,5.300000191,59.30282593,1256,0.131506849,48,32.30141306,0.323014131,0.050000001,0.079999983,56.54157639,101,0.064999992,0.00065,17.93,0.1793
2025/1/2,13.5,0.135,VIX 2/19/25 C13.5,4.75,4.850000381,59.84411621,89,0.131506849,48,32.3470583,0.323470583,0.100000024,0.129999995,58.22263718,266,0.11500001,0.00115,17.93,0.1793
2025/1/2,14,0.14,VIX 2/19/25 C14,4.350000381,4.449999809,63.22817612,5210,0.131506849,48,33.83908796,0.33839088,0.180000007,0.209999979,60.5564537,14,0.194999993,0.00195,17.93,0.1793
2025/1/2,14.5,0.145,VIX 2/19/25 C14.5,3.949999809,4.050000191,64.10952759,33,0.131506849,48,34.07976389,0.340797639,0.290000021,0.319999993,62.87321472,128,0.305000007,0.00305,17.93,0.1793
2025/1/2,15,0.15,VIX 2/19/25 C15,3.650000572,3.699999809,67.95852661,1591,0.131506849,48,35.82926321,0.358292632,0.439999998,0.449999988,65.05278778,1513,0.444999993,0.00445,17.93,0.1793
2025/1/2,16,0.16,VIX 2/19/25 C16,3.050000191,3.150000572,73.6902771,1278,0.131506849,48,38.42013884,0.384201388,0.870000005,0.879999995,71.90681458,8358,0.875,0.00875,17.93,0.1793
2025/1/2,17,0.17,VIX 2/19/25 C17,2.650000572,2.699999809,80.4614563,884,0.131506849,48,41.58072805,0.415807281,1.440000534,1.480000496,79.54267883,3880,1.460000515,0.014600005,17.93,0.1793
2025/1/2,18,0.18,VIX 2/19/25 C18,2.329999924,2.369999886,87.00878906,3610,0.131506849,48,44.68939447,0.446893945,2.100000381,2.150000572,85.9857254,13901,2.125000477,0.021250005,17.93,0.1793
2025/1/2,19,0.19,VIX 2/19/25 C19,2.069999695,2.119999886,93.1348877,12081,0.131506849,48,47.62744379,0.476274438,2.840000153,2.890000343,92.17147064,6281,2.865000248,0.028650002,17.93,0.1793
2025/1/2,20,0.2,VIX 2/19/25 C20,1.869999886,1.909999847,98.81532288,4941,0.131506849,48,50.36266136,0.503626614,3.599999428,3.699999809,97.69841003,51,3.649999619,0.036499996,17.93,0.1793
2025/1/2,21,0.21,VIX 2/19/25 C21,1.699999809,1.75,104.2112274,4429,0.131506849,48,52.98061371,0.529806137,4.449999809,4.550000191,103.9017334,74,4.5,0.045,17.93,0.1793
2025/1/2,22,0.22,VIX 2/19/25 C22,1.569999695,1.619999886,109.5274658,2305,0.131506849,48,55.57373285,0.555737329,5.300000191,5.400000572,108.6557922,622,5.350000381,0.053500004,17.93,0.1793
2025/1/2,23,0.23,VIX 2/19/25 C23,1.470000267,1.510000229,114.6811066,3356,0.131506849,48,58.0955534,0.580955534,6.199999809,6.300000191,114.2412338,72,6.25,0.0625,17.93,0.1793
2025/1/2,24,0.24,VIX 2/19/25 C24,1.369999886,1.420000076,119.2853241,1693,0.131506849,48,60.35266209,0.603526621,7.099999428,7.199999809,118.8792267,0,7.149999619,0.071499996,17.93,0.1793
2025/1/2,25,0.25,VIX 2/19/25 C25,1.289999962,1.340000153,123.7166672,3406,0.131506849,48,62.52833366,0.625283337,8,8.100000381,122.6981888,119,8.050000191,0.080500002,17.93,0.1793
2025/1/2,26,0.26,VIX 2/19/25 C26,1.220000267,1.270000458,127.8886261,8,0.131506849,48,64.57931328,0.645793133,8.949999809,9,126.8896637,1,8.974999905,0.089749999,17.93,0.1793
2025/1/2,27,0.27,VIX 2/19/25 C27,1.159999847,1.199999809,131.6880035,77,0.131506849,48,66.44400167,0.664440017,9.850000381,9.949999809,130.4808044,0,9.900000095,0.099000001,17.93,0.1793
2025/1/2,10,0.1,VIX 3/18/25 C10,8.25,8.5,64.32936859,82,0.273972603,100,36.4146843,0.364146843,0,0.02,62.26189041,0,0.01,1.00E-04,17.93,0.1793
2025/1/2,10.5,0.105,VIX 3/18/25 C10.5,7.75,8,57.90264511,0,0.273972603,100,32.95132256,0.329513226,0,0.030000001,61.34375381,0,0.015000001,0.00015,17.93,0.1793
2025/1/2,11,0.11,VIX 3/18/25 C11,7.25,7.5,51.61922455,0,0.273972603,100,29.55961227,0.295596123,0,0.030000001,56.81629944,0,0.015000001,0.00015,17.93,0.1793
2025/1/2,11.5,0.115,VIX 3/18/25 C11.5,6.850000381,6.949999809,54.00716019,0,0.273972603,100,30.47858,0.3047858,0.010000002,0.039999999,51.00100708,0,0.025,0.00025,17.93,0.1793
2025/1/2,12,0.12,VIX 3/18/25 C12,6.350000381,6.449999809,48.57535934,10,0.273972603,100,27.51267958,0.275126796,0.029999997,0.059999999,51.71634674,4,0.044999998,0.00045,17.93,0.1793
2025/1/2,12.5,0.125,VIX 3/18/25 C12.5,5.900000572,6,52.5243988,0,0.273972603,100,29.2621994,0.292621994,0.059999999,0.090000033,52.33519745,2,0.075000016,0.00075,17.93,0.1793
2025/1/2,13,0.13,VIX 3/18/25 C13,5.449999809,5.550000191,53.30672836,1502,0.273972603,100,29.42836428,0.294283643,0.110000014,0.139999986,53.65740585,8,0.125,0.00125,17.93,0.1793
2025/1/2,13.5,0.135,VIX 3/18/25 C13.5,5,5.150000572,54.72121048,0,0.273972603,100,29.93560553,0.299356055,0.180000007,0.209999979,54.96912003,1,0.194999993,0.00195,17.93,0.1793
2025/1/2,14,0.14,VIX 3/18/25 C14,4.650000572,4.75,57.77074432,19,0.273972603,100,31.26037216,0.312603722,0.290000021,0.319999993,57.33632278,34,0.305000007,0.00305,17.93,0.1793
2025/1/2,14.5,0.145,VIX 3/18/25 C14.5,4.300000191,4.400000572,60.23952484,155,0.273972603,100,32.31976271,0.323197627,0.430000007,0.460000038,59.61017227,10,0.445000023,0.00445,17.93,0.1793
2025/1/2,15,0.15,VIX 3/18/25 C15,3.949999809,4.050000191,61.24417114,189,0.273972603,100,32.64708567,0.326470857,0.610000014,0.649999976,62.46436691,364,0.629999995,0.0063,17.93,0.1793
2025/1/2,16,0.16,VIX 3/18/25 C16,3.449999809,3.550000191,67.90224457,51,0.273972603,100,35.72612238,0.357261224,1.079999924,1.119999886,68.15530396,572,1.099999905,0.010999999,17.93,0.1793
2025/1/2,17,0.17,VIX 3/18/25 C17,3.050000191,3.150000572,73.72544098,305,0.273972603,100,38.43772078,0.384377208,1.659999847,1.710000038,73.77207184,349,1.684999943,0.016849999,17.93,0.1793
2025/1/2,18,0.18,VIX 3/18/25 C18,2.75,2.81000042,79.0619278,87,0.273972603,100,40.93596411,0.409359641,2.329999924,2.380000114,79.0905304,187,2.355000019,0.02355,17.93,0.1793
2025/1/2,19,0.19,VIX 3/18/25 C19,2.489999771,2.550000191,83.97315216,5522,0.273972603,100,43.26157618,0.432615762,3.049999237,3.149999619,84.4437561,3128,3.099999428,0.030999994,17.93,0.1793
2025/1/2,20,0.2,VIX 3/18/25 C20,2.289999962,2.350000381,88.95661926,3147,0.273972603,100,45.65330982,0.456533098,3.849999428,3.949999809,89.71266937,23,3.899999619,0.038999996,17.93,0.1793
2025/1/2,21,0.21,VIX 3/18/25 C21,2.109999657,2.170000076,93.16256714,19,0.273972603,100,47.66628361,0.476662836,4.649999619,4.75,93.6022644,13,4.699999809,0.046999998,17.93,0.1793
2025/1/2,22,0.22,VIX 3/18/25 C22,1.960000038,2.020000458,97.17738342,363,0.273972603,100,49.59869194,0.495986919,5.5,5.600000381,97.91505432,3,5.550000191,0.055500002,17.93,0.1793
2025/1/2,23,0.23,VIX 3/18/25 C23,1.840000153,1.890000343,101.0486526,15,0.273972603,100,51.4693265,0.514693265,6.350000381,6.449999809,101.3121109,0,6.400000095,0.064000001,17.93,0.1793
2025/1/2,24,0.24,VIX 3/18/25 C24,1.720000267,1.779999733,104.4714203,16,0.273972603,100,53.12571001,0.5312571,7.199999809,7.300000191,103.9252167,30,7.25,0.0725,17.93,0.1793
2025/1/2,25,0.25,VIX 3/18/25 C25,1.630000114,1.680000305,107.8839569,2077,0.273972603,100,54.78197861,0.547819786,8.100000381,8.199999809,107.4734421,2,8.150000095,0.081500001,17.93,0.1793
2025/1/2,26,0.26,VIX 3/18/25 C26,1.550000191,1.600000381,111.2348251,28,0.273972603,100,56.41741276,0.564174128,9,9.100000381,110.4652863,0,9.050000191,0.090500002,17.93,0.1793
2025/1/2,27,0.27,VIX 3/18/25 C27,1.470000267,1.520000458,114.1097717,0,0.273972603,100,57.81488609,0.578148861,9.949999809,10.05000019,114.6682968,1,10,0.1,17.93,0.1793
2025/1/2,28,0.28,VIX 3/18/25 C28,1.399999619,1.449999809,116.8933105,2,0.273972603,100,59.17165518,0.591716552,10.85000038,10.94999981,116.751236,0,10.9000001,0.109000001,17.93,0.1793
